unique_id,age,gender,data_collection_site,simulated_data,exclude_surveillance,exclude_aware_olsen_and_fazio,exclude_aware_olsen_and_fazio_modified,exclude_awareness_baranan_dehouwer_nosek,exclude_awareness_baranan_dehouwer_nosek_modified,sum_score_evaluation_CSpos_preferred,condition,surveillance_response_total_correct_responses,sum_score_filler_1,sum_score_filler_2,awareness_1_out_of_ordinary,awareness_1_systematic,awareness_1_words_and_images,awareness_2a_response,awareness_2_stim_paired_with_negative,awareness_2_stim_paired_with_positive,familiarity,mean_surveillance_response_total_correct_responses_by_site,sd_surveillance_response_total_correct_responses_by_site,fazio_and_olsen_criteria_scorer_1,fazio_and_olsen_modified_criteria_scorer_1,fazio_and_olsen_criteria_scorer_2,fazio_and_olsen_modified_criteria_scorer_2
Gast Richter and Benedict_62,19,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8,CS1_USneg,426,63,47,"die woerter wurden in grossbuchstaben vorgegeben, ein grossteil der vorgegebenen worte hatte stark negative konnotationen,andere bilder und wörter hingegen hatten positive konnotationen, zudem war ein teil der angegebenen woerter neutral wie brille,buch oder bleistift. meist wurden neutrale worte mit anderen neutralen begriffen gepaart und negative begriffe mit cartoons ","es wurde grossbuchstaben verwendet, neutrale begriffe wurden meist mit anderen neutralen begriffen angezeigt, cartoons mit negativ konnotierten worten","die mehrheit der cartoonwesen wurden von ponegativ konnotierten begriffen begleitet, andere hingegen wurden neben naturbildern oder positiveren worten angezeigt",FALSE,4,2,2,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_63,20,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USpos,428,79,52,manche bilder kamen eig immer zusammen mit derm wort und manche wörter standne öfters inan der gleichen position. 8ist mir zumindest so vorgekommen99,manche bilder kamen zumindest gefühlt öfters zusammen mit anderen dran und manche waren nie zusammen. und dann noch das gleiche wie bei der frage davor,sie kamen auf den ersten blick alle sehr willkürlich rüber,FALSE,4,3,3,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_64,19,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,6,CS1_USpos,430,73,51,"moeglicherweise hatten die verschieden langen pausen zwischen den präsentationen eine bedeutung und vielleicht hatte es auch etwas zu bedeuten, dass viele wörter den aanfangsbuchstaben b hatten",das zielobjekt erschien wie ich finde oft hintereinander,"ich habe nicht so sehr darauf geachtet aber ich glaube es gab einen eisberg und ein wesen, das aus eis bestand",TRUE,4,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_65,18,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,CS1_USneg,427,55,52,"manche wörter wurden gleichzeitig mit einem bild gezeigt, andere ohne bild. die wesen wurden oftgleichzeitig mit bildern gezeigt, die entweder positiv oder negativ waren. das wort beton kam entweder allein oder mit dem bild der tasse",manche wörter kamen entweder alleine oder immer mit dem selben bild. manche wörter kamen immer ohne bild,die wörter und bilder waren immer entweder positiv oder negativ,TRUE,2,5,1,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_66,18,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,CS1_USneg,429,75,52,neben den wesen wurden oft adjektive eingeblendet. häufig wurden die selben bilder nebeneinander eingeblendet. auÃŸerdem wurden manche bilder öfter als andere gezeigt.,neben dem glas wurde oft das wort beton eingeblendet. auch das glas und der ventilator wurden häufig zusammen gezeigt und es wurden meistens die selben wörter und bilder mehrmals eingeblendet.,dneben den wesen wurden adjektive bzw. bestimmte charaktereigenschaften eingeblendet.,FALSE,3,4,1,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_67,18,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,430,68,44,"es kam mir anfangs vom tempo her etwas langsamer vor, als später. am ende waurden die figuren etwas häufiger hintereinander gezeigt.","ich glaube, dass viele bilder und wörter in paaren zusammengezeigt wurden.",manchmal hatten sie ähnliche anfangsbuchstaben,FALSE,5,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_68,20,w,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,8,CS1_USpos,427,71,42,"es gab viele positive und viele negative wörter. die bilder von der gesuchten figur wurden nur gezeigt wenn der name dabei stand, die namen wurden auch ohne das bild gezeigt.","nicht wirklich, ich habe versucht die anderen bilder und wörter eher auszublenden und nur auf das gesuchte zu achten","ich weiÃŸ nicht ob die wörter oft dieselben waren, die mit einem bestimmten cartoonwesen gezeigt wurden, auf jeden fall wurde meist der name dazugeschrieben",TRUE,4,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_69,18,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,427,76,55,"nur, dass es mich irgendwann gelangweilt hat, dass die ganze zeit die selben bilder kamen , zb die tasse oder das wort beton","nnein, nur, dass sich wörter und bilder bei den verschiedenen aufgaben wiederholt haben",nein nmir ist nichts aufgefallen,FALSE,5,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_7,23,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USneg,426,70,46,"ich denke, dass die wörter und bilder mit einem bestimmten system gezeigt wurden.","häufig wurden pokemons und wörter zusammen gezeigt, oder wörter und wörter oder die anderen bilder mit wörtern. aber nie pokemons mit anderen bildern",nein da ist mir nichts aufgefallen. en.,FALSE,3,4,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_70,36,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USneg,428,69,52,"ehrlich gesagt habe ich nicht so sehr auf die wörter geachtet, was mir jedoch aufgefallen ist, dass die wörter oftmals negativ oder positiv konnotiert waren. oftmals aber auch einfach neutral. ","da ich primär auf 2mein favorisiertes wort geachtet habe, habe ich die anderen wörter nur beiläufig wahrgenommen aber nicht verinnerlicht.","ich glaube das die wörter die mit cartoon wesen gezeigt wurden, entweder positiv oder negativ belegt waren. ",TRUE,5,1,2,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_71,22,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,CS1_USneg,424,62,55,"es kamen immer wieder die gleichen bilder. die farben der bilder waren alle bleher blau und orange. es waren auch komische bilder dazu 8wür. die wörtern waren auch alle zueinander nicht passend, auÃŸer ein paar adjektive.",es kam oft der fön mit ein blaues bild daneben. es war oft mittig.,"ja das blaue fillish, oder buch und betron.",TRUE,4,2,3,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_72,28,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-8,CS1_USpos,430,68,43,mir ist nichts auÃŸergewöhnliches aufgefallen. ,mir ist nichts systematisches aufgefallen. ich habe mich auf die aufgabe konzentriert.,"ich war so konzentriert, dass mir da nichts aufgefallen ist. ",FALSE,4,4,6,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_73,19,f,Gast Richter and Benedict,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USneg,413,64,57,die bilder und begriffe haben sich immr wieder wiederholt. des weiteren waren sie auch oftmals an den gleichen stellen wiederzusehen. viele begriffe und bilder kamen auch als pärchen vor und zwar öfters,einige bilder und begriffe kamen imm er an den gleichen stellen zum vorschein udn waren oftmals in pärchen vorhanden.,"darauf habe ich nicht wirklich achten können, da ich sehr auf die cartoons fixiert war, die ich erkennen sollte. dennoch fiel mir auf, dass adjektive und subjektive genannt wurden.",FALSE,4,3,8,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_74,42,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USpos,427,78,42,es wurden oft kombinationen von bildern mit bestimmten positiven oder negativen adjektiven gezeigt,"nein, darauf habe ich mich nicht wirklich konzentrieren können",ich glaube bei manchen wesen war eine positive verknüpfung müber bestimmte wörter gewollt bzw. eine negative,TRUE,5,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_75,32,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,CS1_USpos,422,72,46,"bei dem ersten teil hat nichts ausÃŸergewöhnliches aufgefallen. bilder sind einfacher und schnell zu merken, als die wörter.","ist mir nichts systematisches aufgefallen. ich habe vermutet, dass die bilder mit den wörtern in irgend eine art und weise assoziiert werden.",eigentlich nichts aufgefallen...... ,TRUE,5,2,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_76,21,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USpos,423,61,52,"mir ist die merkwürdige aneinanderreihung der bilder aufgefallen. ebenso habe ich mich gefragt, wieso adjektive?, seien es positive oder negative dabei standen. auch hat mich verwirrt bspw, dass zu einem föhn beton dazu stand oder auf deinem bild eine sache abgebildet war, die ich zuvor noch nie gesehen habe 8der würfel, im gegensatz zu den anderen dingen,  die ich aus meinem alltag kenne. zudem ist mir aufgefallen, dass die abgebildeten gegenstände bzw die bilder ziemlich alt sein müssten, weil diese nicht den heutigen standards entsprechen, die wir aus 2019 kennen. ",leider ist mir nichts systematisches aufgefallen,"leider ist mir nichts besonderes aufgefallen, auÃŸer dass man wonöglich bestimmten charackteren mögliche eigenschaften zuschreibt, die in vorherigen bildern aufgetaucht sind",FALSE,4,3,6,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_77,19,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,CS1_USpos,429,70,50,"die wör meisten wörter fingen mit dem buchstaben b an, wie brille oder beton. die gegenstände hatten oft etwas mit luft zu tun, sei es masc zb der föhn oder der ventilator, oder waren aus der natur, zb bberge oder unwetter. auch mehrere personen waren apaarweise abgebildet. ","die einzelnen wörter wurden nacheinander in den ecken gezeigt. zudem wurden sie neben bildern, am häufigsten neben dem glas, angezeigt. ","entweder wurden die cartoonn wesen mit einem anderen wesen gezeigt oder alleine. wenn der name auftauchte, war meistens nur ein anderes wort zu lesen. d",TRUE,6,1,3,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_78,19,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USpos,428,71,41,"manchmal kamen dem cartoonwesensnamen ähnlich aussehende wörter an ähnlichen stellen direkt nach dem erscheinen des gesuchten namen. häufig kamen auch vermehrt cartoonfiguren hintereinander, sodass man regelrecht eine erwartungshaltung entwickelte, da man stets darauf wartete, dass die figur nun an einer ähnlichen stelle wieder auftaucht.", die wÃ–rter und bilder befanden sich meist im zentrum des bildschirms und hatten stets Ã„hnliche begriffs oder bildpartner,"die bilder und wÃ–rter passten nicht zueinander, wurden aber hÃ„ufig in Ã„hnlichen kombinationen angezeigt",FALSE,5,1,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_79,26,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-8,CS1_USneg,426,72,52,"mir ist nichts explizietes aufgefallen, auÃŸer, dass die frequenz der darbietung variierte und die Ã„hnlichkeit der worte 8anfangmit b mit dem suchen von bergmite , priming",bilder wurden immer mit einer bezeichnung dargeboten,"mehr konsonanten7, spitze laute bei spitz konturierten figuren und umgehrt mehr vokale bei eher runden figuren",TRUE,4,2,3,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_8,20,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,CS1_USneg,429,57,41,bestimmte cartoons standen im zusammenhang mit positiven bzw. negativen wörtern. ,die reihenfolge war ähnlich und das zusammenspiel von fotos und wörtern. ,das blaue cartoon wurde immer mit negativen wörtern gezeigt und gollet immer mit positiven.,TRUE,1,6,1,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_80,24,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4,CS1_USneg,430,76,51,häufig sind z bpaare aus bild und wort wiederholt gezeigt worden. das wort war dabei nie passend zu dem gegenstand auf dem bild. ,siehe antwort zur letzten frage,bei edem bbblauen quallennwesen wurden häufig zusätzlich negative  konnotierte begriffe und bilder mit negativen emotionen eingeblendet. bei dem wesen mit den starken armen wurden häufig positiv konnotierte begriffe sowie bilder mit positiven emotionen eingeblendet.,TRUE,1,6,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_81,27,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,4,CS1_USpos,429,73,55,in der regel wurden alltägliche bilder von gegenständen und pokemon mit positiv oder negativ besetzten adjektiven kombiniert. möglicherweise sollte die wahrnehmung des bildes mit dem dazugehörigen adjektiv beeinflusst werden.,möglicherweise wurde die wahrnehmung der bilder mit den eingeblendeten adjektiven versucht zu beeinflussen.,die geistt pokemon wurden mit negativ besetzten rctrladjektiven gezeigt.,TRUE,5,1,9,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_82,37,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,CS1_USpos,430,65,50,"wirklich etwas auÃŸergewöhnliches ist mir nicht aufgefallen. nur, dass manchmal bilder 7 wörter direkt nacheinander erschienen sind und manchmal eine pause dazwischen lag.","manche wörter 8, füllwörter , sind immer zusammen aufgetaucht, andere grundsätzlich alleine.","nein, nichts spezielles, ich habe mich aber auch eher voll auf die gesuchten wesen bzw. wörter konzentriert.",FALSE,4,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_83,24,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-4,CS1_USpos,425,73,54,"am ende des jeweiligen tests kam ein relativ witziges bild, das nur einmal während des ganzen experiments aufgetaucht ist ",glas wurde oft neben dem wort beton angezeigt,diesbezüglich ist mir nichts aufgefallen,FALSE,4,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_84,34,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4,CS1_USneg,427,71,37,es erschienen die ganze zeit gefühlt neutrale begriffe und bilder. bei einem zielobjekt waren dann auch negativ konnotierte begriffe und bilder dabei.,"systematisch war, dass bei einem zielobjekt negative bilder und begriffe eingeblendet wurden. ","nbei einem zielobjekt wurden eher negative begriffe und bilder gezeigt. ich kann mich aber gerade nicht mehr daran erinnern, bei welchem.",TRUE,5,2,3,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_85,23,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,CS1_USpos,428,76,52,sie wurden oft wiederholt,"neviele bilder wiederholt, oft mit gleichen worten",oft mit gleichem buchstaben angefangen,TRUE,5,1,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_86,22,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,CS1_USpos,427,75,52,"i thought that the recurring images of the hairdryer and fan as well as some of the most recurring words such as buch or beton were strange and provoked a feeling of uneasiness in me, almost as if i started to disassociate the pictures of the objects with their actual names.","yes, after a while i was able to almost predict which images would be shown next, given that they had been shown so consistently under the same pattern, along with the same words most of the time","not really, i didnt think much of the names of the cartoons other than the fact that they were very difficult to remember",FALSE,5,2,2,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_87,24,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,-4,CS1_USneg,427,66,53,"manche der wesen wurden zusammen mit positiven begriffen gezeigt und manche mit eher negativen. ich nehme an, dass dies unterbewusst die entscheidungen im letzten teil der studie beeinflusst hat.","manche begriffe wurden direkt neben oder nach bestimmten bildern gezeigt, sodass diese in stärkerem bezug zueinander standen.",die wesen wurden teilweise mit negativen adjektiven gezeigt.,TRUE,1,5,6,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_88,30,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USpos,429,79,47,"vieledie ein paar bilder, dachte ich, waren wie pokemon oder so. ees war lustig.","poundat the beginning i thought the words appeared in order. for example, when it showed the hair dryer next to the word that i should recognize. i saw also some words that appeared only in one oexercise,.","all of the photos looked like pokemons,.",FALSE,4,6,7,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_89,28,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,CS1_USneg,429,75,50,mir ist wÃ„hrend der ersten aufgabe nichts aussergewÃ–hnliches aufgefallen. die namen der einzelnen bilder haben Ã„hnlichkeiten zu den bildern gehabt . bergmite und auf dem bild wahr ein berg zu erkennen.,die hintereinanderreihnung von wÃ–rtern und bilder war stets gleich. zb. es war ein glas als bild dargestellt und daneben immer das wort poundbeton. ,die wÃ–rter hatten Ã„hnlichkeiten mit den cartoonwesen,FALSE,2,5,6,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_9,21,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6,CS1_USneg,430,64,50,zeitweise war das bild auch leer. es sind sowohl nomen als auch adjektive und pokemonnamen aufgetreten. teilweise sind die wörter auch an unterschiedlichen positionen aufgetaucht.,"insbesondere kann ich mich erinnern, dass das blaue geistpokemon häufig nmit nnegativen adjektiven kombiniert wurde. ","wie auch in der antwort davor, mir ist aufgefallen, dass das blaue weiÃŸe pokemon, das wie ein geist aussieht häufig mit negativ konnotierten adjektiven kombiniert wurde. darüber hinaus ist mir nichts besonders aufgefallen.",FALSE,1,5,2,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_90,23,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,CS1_USpos,428,70,43,"einige figuren wurden immer mit negativen wörtern 8w8wie zb unerwünschtright oder negativen bildern wie zb müll zusammengezeigt. die geistartige figur wurde immer beruhigend, also positiv konotiert, mit einem bild von stillem wasser oder wörtern wie erfrischend. andere figuren wiederum wurden mit neutralen bildern und wörtern in verbindung gebracht.","positive, neutrale und negative bilder bzw wörter wurden immer im wechsel gezeigt.","wie bereits erwähnt waren die figuren entweder ausschlieÃŸlich negativen, neutralen oder positiven wörtern bzw bildern zugeordnet.",TRUE,6,1,1,426.52,4.1,FALSE,TRUE,FALSE,TRUE
Gast Richter and Benedict_91,27,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USpos,425,77,50,"es gab mehrmals pausen zwischen den bildern, bei denen der bildschirm komplett weiÃŸ war",wörter sind oft zuerst einzeln erschienen und dann in zusammenhang mit einem bild oder mit einem zusätzlichen wort,"die wörter waren gröÃŸtenteils alltägliche begriffe wie beispielsweise bleistift, computer oder brille. die namen der cartoons waren mir allerdings unbekannt",FALSE,6,1,9,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_92,19,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,6,CS1_USpos,429,77,53,"mir ist aufgefallen, dass mdie verbindung von mmanchen wörtern mit etwas ,,eekelhaftem in verbindung gebracht wurde und die verbindung von den comics mit pseudowörtern.",die verbindung von den wörtern zu den bildern sowie die positionen haben sich nie geändert.,die wörter waren pseudowörter.,TRUE,5,2,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_93,33,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-2,CS1_USneg,429,70,44,"unterschiedliche anordnungen 8mitte, links, rechts... paarungen von wort und bild. einmal wurde es verwirrend 8grandios statt cranidos. ",kurze dauer der erscheinungen und abgesehen von den zielbildern7 und worten erschienen quasi ständig die gleichen bilder und worte,cartoons waren meist mit dem entsprechenden namen versehen,FALSE,6,1,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_94,24,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USneg,427,57,44,mindestens einmal wurde das gesuchte bild mit dem wort gleichzeitig gezeigt. die nicht gesuchten wörter haben sich immer wiederholt in den einzelnen teilaufgaben. ,die nicht gesuchten bilder sind immer wieder gezeigt wurden.,die wörter haben bestimmte gefühle abgebildet.,FALSE,3,4,2,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_95,22,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USneg,427,63,40,die wörter wurden an verschiedenen stellen des bildschirmes angezeigt und haben auch häufig ähnlichkeit miteinander gehabt. das zu beobachtende wort wurde auch falsch geschrieben angezeigt. ,die wörterrr und bilder wurden häufig nebeneinander und zentriert angezeigt. zudem nicht mehr als zwei auf einmal.,einige wörter hatten ähnlichkeitt zu dem gesuchten wort.,FALSE,3,5,2,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_96,18,male,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-2,CS1_USpos,425,71,51,"zum einen passten wort und bild nicht immer zusammen, neben wesen standen häufig adjektive und viele bilder tauchten immer wieder auf, während andere nur einmal7 oder ziemlich selten vorkamen.","tdas telefon als bild war häufig neben dem wort buch zu sehen, des weiteren kamm sehr häufig das bild eines ventilators auf und das wort bleistift.","häufig standen neben den wesen adjektive, welche oft sehr negative eigenschaften beschrieben. manchmal stand neben einem wesen die falsche namensbezeichnung.",TRUE,2,5,8,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_97,31,m,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4,CS1_USneg,429,64,43,mir ist nichts aussergewöhnliches aufgefallen,mir ist nihcts systematisches aufgefallen,mir ist nichts aufgefallen,FALSE,4,2,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_98,22,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-6,CS1_USpos,427,73,55,"nein, mir ist nichts aufgefallen. vermutung. system in der darstellung. aber nichts deutlich erkennbares ",wörter waren dick gedruckt aber unterschiedlich groÃŸ und wenn sie nah aneinander lagen schwieriger zu unterscheiden,"meist war es der name oder ein anderes wort mit dem selben anfangsbuchstaben, oder ähnlich lang",FALSE,2,5,7,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gast Richter and Benedict_99,18,f,Gast Richter and Benedict,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,-8,CS1_USneg,426,69,47,"manchmal sind die wörter mit dem bild zusammen aufgetaucht und machmal nur die wörter. dass nur das bild aufgetaucht ist, kam selten bis nie vor.","da ich mich sehr darauf konzentriert habe, in den richtigen momenten zu klicken, hist mir nichts systematisches aufgefallen. mir kamen die bilder und wörter eher zufällig ausgewählt vor.",mir ist nichts konkretes aufgefallen.,TRUE,5,3,1,426.52,4.1,FALSE,FALSE,FALSE,FALSE
Gawronski_1,18,f,Gawronski,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,-4,CS1_USneg,429,70,39,one thing was that the words didn,the words and pictures were the same for each survelience task for the most part and the same images were often paired together,the words wer adjectives and they seemed to be negative,TRUE,2,5,1,425.88,5,FALSE,TRUE,FALSE,TRUE
Gawronski_10,18,f,Gawronski,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,-6,CS1_USneg,424,58,56,"i didn't really notice anything out of the ordinary. the words glasses, pencil, books were used a lot",one of the characters always appeared with something negative. i think it was bergemite. ,"one of the characters always appeared with something negative, and i think the character that was blue and started with a p always appeared with something neutral to positive",TRUE,1,6,2,425.88,5,FALSE,TRUE,FALSE,TRUE
Gawronski_100,21,m,Gawronski,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,8,CS1_USneg,428,81,46,i noticed pictures often accompanied a specific adjective that was presented earlier on in the experiment.,i did not notice any type of correlation between the words and images.,the words might have been characteristics to describe the cartoon characters.,TRUE,2,5,3,425.88,5,FALSE,TRUE,FALSE,TRUE
Gawronski_101,19,m,Gawronski,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,CS1_USneg,427,65,50,"in the first tasks imagines of characters were placed next to describing words such as terrific, or horrific to engrave that idea into our mind on whether or not how good or bad a creature is. ",the words being put together with a character was sometrhing that i noticed. also the last two characters had names that started with a g and c which made it difficult because glasses and andother c word popped up alot.,describing words usually weren't shown with noncharacter items. e.g. glasses were usually paired with a glass cup,TRUE,3,6,1,425.88,5,FALSE,TRUE,FALSE,TRUE
Gawronski_102,19,f,Gawronski,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,-8,CS1_USneg,426,68,40,i noticed that words that started with the same letter as the target images would be presented after  ,the target word would be paird wed with a word that i confused the target word with in a previous page ,their names would accompany them and they were paired with words that were very different to their asthetic ,FALSE,3,4,6,425.88,5,FALSE,TRUE,FALSE,TRUE
Gawronski_103,18,f,Gawronski,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6,CS1_USpos,426,78,59,a picture would be shown next to a word that it had no correlation with.,i did not notice anything systematic about the words and images that appeared with each other. iit almost seemed very random.,each cartoon character was presented with its name. i did not notice what nouns would pop up next to the cartoon.,FALSE,5,2,1,425.88,5,FALSE,FALSE,FALSE,FALSE
Gawronski_104,18,m,Gawronski,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,10,CS1_USneg,429,77,56,"i think yes, cause i remember seeing some words matching up with other stuff",there is a picture of a orange block that shows up with 'glasses' several times,i believe those characters are from the pocketmonster,FALSE,3,4,2,425.88,5,FALSE,TRUE,FALSE,TRUE
Gawronski_105,19,f,Gawronski,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,-2,CS1_USpos,429,80,43,positive words  and images were most of the time associated with the character that was blue and icy and negative words and images were most of the time associated with the swadaloon.,"the hair dryer, the glass, and the orange square seemed to be shown together often.","positive words and images were shown with the blue character, negative words and images were shown with swadeloon, and neutral words were shown with the orange character.",TRUE,5,2,5,425.88,5,TRUE,TRUE,TRUE,TRUE
Gawronski_106,20,f,Gawronski,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,6,CS1_USpos,426,65,44,"i noticed that there were repeats in the images throughout each task. pencil and book were together a lot, and so were the picture of the fan and the hair dryer. i also noticed that 'bad' things were paired with certain animals and there repeats of certain words or images paired with other animals . ","yes. i did notice, as i previously mentioned. i noticed a pattern about what was with each monster. ","with the blue character9, who i forget his name, it was often bad images, like throwing up, pollution, etc.",TRUE,5,2,1,425.88,5,FALSE,TRUE,TRUE,TRUE
